Price,Bed,Bath,Toilet,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
9500000,2,0,2,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
40000000,3,2,2,Flat / apartment,ikorodu,sale,1,0,0,0,0,0,0,0,0
4000000,2,2,3,Flat / apartment,ikorodu,sale,1,0,0,0,0,0,0,0,0
23000000,3,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,2,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,4,0,Semi detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
7000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
40000000,3,0,0,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
11000000,3,0,0,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
19000000,3,3,4,Semi detached bungalow,ikorodu,sale,1,0,0,0,0,0,0,0,0
25000000,4,0,0,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
13000000,2,0,2,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
450000,3,0,0,Detached bungalow,ikorodu,sale,0,1,0,0,0,0,0,0,0
12000000,3,3,4,Detached bungalow,ikorodu,sale,0,1,0,0,0,0,0,0,0
5000000,3,0,0,Flat / apartment,ikorodu,sale,0,1,0,0,0,0,0,0,0
15000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
8000000,2,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
55000000,10,9,10,Semi detached duplex,ikorodu,sale,0,1,0,0,0,0,0,0,0
50000000,5,5,5,Flat / apartment,ikorodu,sale,0,0,0,1,0,0,0,0,0
5000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
45000000,4,4,5,Semi detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
4000000,1,1,1,Semi detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
8500000,2,2,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
28000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,3,3,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,1,0,0
42000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,1,0,0
30000000,4,5,5,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
8000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,2,3,3,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
15000000,1,1,1,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
40000000,4,5,5,Detached duplex,ikorodu,sale,0,0,0,1,0,0,0,0,0
9800000,3,3,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
50000000,1,2,2,Self contain,ikorodu,sale,0,0,0,0,0,0,0,0,0
6000000,2,1,1,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
22000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,1,0,0,0
11000000,3,3,4,Terraced bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
28000000,8,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,1,0,0
20000000,3,5,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,3,4,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
3000000,2,2,1,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,4,4,4,Detached bungalow,ikorodu,sale,1,1,0,0,0,0,0,0,0
50000000,3,3,4,Detached duplex,ikorodu,sale,0,0,0,0,0,0,1,0,0
60000000,3,3,4,Semi detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,2,2,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,4,Detached bungalow,ikorodu,sale,0,1,0,1,0,1,0,0,0
36000000,10,10,11,Detached duplex,ikorodu,sale,0,0,0,1,0,0,1,0,0
7000000,2,2,2,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,2,3,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
60000000,4,4,5,Blocks of flats,ikorodu,sale,1,0,0,1,0,0,0,0,0
19000000,3,3,3,Terraced bungalow,ikorodu,sale,1,0,0,1,0,0,0,1,0
30000000,10,7,7,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
4000000,4,6,7,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
14000000,3,4,4,Terraced bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
7000000,3,2,3,Detached bungalow,ikorodu,sale,1,0,1,0,0,0,0,0,0
35000000,4,5,5,Detached duplex,ikorodu,sale,0,0,0,1,0,0,1,0,0
35000000,3,4,4,Detached duplex,ikorodu,sale,0,0,0,0,0,0,1,0,0
10000000,5,5,6,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
14000000,3,3,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,2,3,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,3,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,1,0,0,0,0,0
30000000,8,6,6,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
4000000,2,1,1,Blocks of flats,ikorodu,sale,0,0,0,1,0,0,0,0,0
8000000,2,3,1,Terraced bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
30000000,5,5,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,6,6,6,Detached bungalow,ikorodu,sale,0,1,0,0,0,0,0,0,0
35000000,5,5,5,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,4,3,3,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
50000000,9,9,9,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
6500000,2,3,4,Flat / apartment,ikorodu,sale,0,0,0,1,0,0,0,0,0
16000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
6000000,5,3,3,Detached bungalow,ikorodu,sale,0,1,0,0,0,0,0,0,0
5000000,4,2,2,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
5000000,4,2,2,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
26000000,10,10,10,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
5000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,2,2,3,Detached duplex,ikorodu,sale,1,0,0,0,0,0,0,0,0
30000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
17000000,3,0,0,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
28000000,5,5,6,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,5,5,6,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,4,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
23000000,4,4,5,Semi detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,3,3,4,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
6000000,5,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
6000000,5,3,3,Detached bungalow,ikorodu,sale,0,1,0,0,0,0,0,0,0
6000000,5,3,3,Detached bungalow,ikorodu,sale,0,1,0,0,0,0,0,0,0
20000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
4500000,3,2,2,Terraced bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,3,0,0,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,4,4,5,Detached bungalow,ikorodu,sale,1,0,0,0,0,0,0,0,0
17000000,4,0,0,Flat / apartment,ikorodu,sale,0,1,0,0,0,0,0,0,0
25000000,4,4,5,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,3,3,4,Detached bungalow,ikorodu,sale,1,0,0,1,0,1,0,0,0
24000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,2,2,2,Flat / apartment,ikorodu,sale,1,0,1,0,0,0,0,0,0
35000000,2,2,2,Flat / apartment,ikorodu,sale,1,0,1,0,0,0,0,0,0
4200000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
4500000,2,2,2,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
17000000,6,6,7,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,1,1,1,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
10000000,3,3,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
5800000,1,1,1,Mini flat,ikorodu,sale,0,0,1,0,0,1,0,0,0
30000000,2,2,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,1,0,0
12000000,2,2,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,3,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
6200000,3,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
33500000,3,3,4,Semi detached duplex,ikorodu,sale,0,1,0,1,0,0,0,0,0
29000000,5,5,5,Detached bungalow,ikorodu,sale,1,1,0,1,1,0,0,0,0
35000000,4,5,5,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,1,0,0
4500000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,3,4,4,Terraced bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
8000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,2,2,3,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,2,2,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
24999000,7,7,7,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
4000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
7000000,3,2,3,Terraced bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
5500000,2,2,2,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
7500000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
40000000,3,3,3,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
3500000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
45000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,5,4,5,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
1500000,1,2,2,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
36000000,5,5,5,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
10500000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,2,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
8000000,4,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
60000000,2,2,2,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
9000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
17000000,1,1,1,Self contain,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,4,4,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,1,0,0,0
20000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,1,0,0
17000000,6,6,6,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,1,1,1,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
45000000,4,4,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
43000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
5500000,2,2,2,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
6550000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
30000000,4,4,5,Detached duplex,ikorodu,sale,0,0,0,0,0,0,1,0,0
10000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
45000000,5,6,6,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
5500000,4,4,2,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
9000000,3,2,3,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
40000000,3,3,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,2,2,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
42000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,2,3,3,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
35000000,3,3,5,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
22000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
3500000,2,2,2,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,4,4,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
5000000,1,2,1,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
2000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,5,5,6,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,2,10,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,2,10,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
13000000,3,3,3,Flat / apartment,ikorodu,sale,0,1,0,0,0,0,0,0,0
4700000,3,3,3,Terraced duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
7000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,2,2,2,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
14000000,4,4,5,Detached bungalow,ikorodu,sale,1,0,0,0,0,0,0,0,0
3500000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,4,5,5,Semi detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
12000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,3,4,4,Semi detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
27000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,1,0,0,0,0,0
27000000,3,4,4,Blocks of flats,ikorodu,sale,0,0,0,1,0,0,0,0,0
14000000,4,4,5,Detached bungalow,ikorodu,sale,1,0,0,0,0,0,0,0,0
10000000,3,5,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,2,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,1,0,0
8000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
35000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
17000000,3,3,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,2,3,3,Flat / apartment,ikorodu,sale,0,0,0,1,0,0,0,0,0
40000000,2,2,3,Blocks of flats,ikorodu,sale,0,1,0,0,0,0,0,0,0
25000000,3,0,0,Flat / apartment,ikorodu,sale,0,1,0,0,0,0,0,0,0
20000000,1,1,1,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,4,4,Detached bungalow,ikorodu,sale,1,0,0,1,0,0,0,0,0
25000000,3,4,4,Detached bungalow,ikorodu,sale,0,1,0,1,0,0,0,0,0
23000000,3,4,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
25000000,3,4,4,Blocks of flats,ikorodu,sale,0,0,0,1,0,0,0,0,0
15000000,3,4,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
14000000,4,5,5,Flat / apartment,ikorodu,sale,1,0,0,0,0,0,0,0,0
25000000,2,2,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,4,Flat / apartment,ikorodu,sale,0,1,0,1,0,0,0,0,0
35000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
22000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,3,3,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
28000000,3,4,4,Blocks of flats,ikorodu,sale,0,0,0,1,0,0,0,0,0
35000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,10,10,10,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,5,5,5,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
50000000,3,3,4,Flat / apartment,ikorodu,sale,1,0,0,0,0,0,0,0,0
18000000,8,10,10,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
60000000,2,3,3,Blocks of flats,ikorodu,sale,0,0,0,1,0,0,0,0,0
40000000,5,5,5,Detached duplex,ikorodu,sale,0,0,0,1,0,0,0,0,0
9000000,3,3,3,Terraced bungalow,ikorodu,sale,1,0,0,1,0,0,0,0,0
14000000,4,3,3,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
17000000,4,5,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,4,4,4,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
45000000,5,5,6,Detached duplex,ikorodu,sale,0,0,0,1,0,0,1,0,0
15000000,5,5,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
8000000,3,2,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
50000000,10,10,10,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
9000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,1,0,0
13000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,10,10,10,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,2,4,4,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
7000000,1,1,1,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
60000000,5,5,6,Detached duplex,ikorodu,sale,0,1,0,1,0,0,0,0,0
40000000,3,4,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,10,10,10,Flat / apartment,ikorodu,sale,0,1,0,0,0,0,0,0,0
18000000,3,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,4,4,4,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,3,Flat / apartment,ikorodu,sale,1,0,0,0,0,0,0,0,0
27000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,2,2,2,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
13000000,4,4,4,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
9000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
6600000,2,2,2,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,6,6,6,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,3,3,2,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,3,4,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
9000000,3,3,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
38000000,5,7,7,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
11000000,2,0,0,Flat / apartment,ikorodu,sale,0,0,1,0,0,0,1,0,0
25000000,3,3,3,Flat / apartment,ikorodu,sale,1,0,1,0,0,0,0,0,0
3000000,2,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
30000000,4,4,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,3,3,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
15000000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
12000000,4,3,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
2000000,2,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,3,3,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
21000000,2,2,3,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
35000000,8,8,8,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,4,4,5,Detached bungalow,ikorodu,sale,0,0,0,1,0,0,0,0,0
2500000,1,1,1,Mini flat,ikorodu,sale,0,0,0,1,0,0,0,0,0
10000000,3,4,3,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,3,3,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
45000000,3,4,4,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
45000000,5,5,6,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,4,5,5,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
10000000,3,2,3,Terraced bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
9000000,3,2,3,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
15500000,2,2,2,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
16000000,6,4,6,Semi detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
14000000,6,2,0,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,2,0,0,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
18000000,5,4,5,Terraced duplex,ikorodu,sale,0,0,0,1,0,0,0,0,0
50000000,10,10,8,Blocks of flats,ikorodu,sale,0,0,0,0,0,0,0,0,0
60000000,5,4,4,Detached duplex,ikorodu,sale,0,1,0,1,0,0,0,0,0
60000000,5,4,4,Detached duplex,ikorodu,sale,0,1,0,1,0,0,0,0,0
25000000,7,8,8,Mini flat,ikorodu,sale,0,0,0,0,0,0,0,0,0
25000000,1,1,1,Detached duplex,ikorodu,sale,0,0,0,0,0,0,0,0,0
8000000,2,2,3,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,0,0,0
3000000,3,3,4,Flat / apartment,ikorodu,sale,0,0,0,0,0,0,0,0,0
20000000,4,4,4,Detached bungalow,ikorodu,sale,0,0,0,0,0,0,1,0,0
30000000,6,7,7,Semi detached duplex,ikorodu,sale,0,0,0,1,0,0,0,0,0
