Price,Bed,Bath,Toilet,Property Type,Area,Purchase Type,Parking Space,Security,Electricity,Furnished,Security Doors,CCTV,BQ,Gym,Pool
90000000,5,5,5,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
65000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
48000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
47000000,2,2,2,Blocks of flats,lekki,sale,0,1,0,0,0,0,0,0,1
45000000,4,4,4,Terraced duplex,lekki,sale,0,0,1,0,0,0,1,0,0
58000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
53000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
130000000,5,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
125000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,1,1,1,1
43000000,4,4,4,Terraced duplex,lekki,sale,0,1,0,0,0,0,0,0,0
75000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
48000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
73000000,5,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,0,0,0
60000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
130000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
73000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
120000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
69000000,2,2,2,Blocks of flats,lekki,sale,0,0,0,0,0,0,0,1,1
135000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
68000000,4,4,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
54000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
95000000,5,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
65000000,5,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
70000000,3,3,3,Blocks of flats,lekki,sale,0,1,0,0,0,0,1,0,0
65000000,4,4,4,Terraced duplex,lekki,sale,0,1,0,0,0,0,0,0,0
75000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
60000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
75000000,4,4,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,0
68000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
130000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
80000000,4,4,4,Terraced duplex,lekki,sale,0,1,0,0,0,0,0,0,0
110000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
55000000,5,5,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
53000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,0,0,0
80000000,5,5,5,Terraced duplex,lekki,sale,0,1,0,0,0,0,0,0,0
110000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
120000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,1,0,0,1
61000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
75000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
120000000,5,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
65000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
50000000,4,4,4,Semi detached duplex,lekki,sale,1,0,0,0,0,0,1,0,0
110000000,4,4,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,1,1
75000000,4,4,4,Terraced duplex,lekki,sale,0,0,0,0,0,1,1,0,0
90000000,5,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
36000000,2,2,2,Blocks of flats,lekki,sale,0,1,0,0,0,0,0,0,0
150000000,4,4,4,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
105000000,5,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
55000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
50000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
58000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
60000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
150000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
65000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
36000000,2,2,2,Blocks of flats,lekki,sale,0,1,0,0,0,0,1,0,0
75000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
80000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
48000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
120000000,4,4,4,Blocks of flats,lekki,sale,0,1,1,0,0,0,1,0,0
130000000,4,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
42000000,4,4,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
78000000,4,4,5,Terraced duplex,lekki,sale,0,1,0,0,0,0,0,0,0
34000000,2,3,3,Flat / apartment,lekki,sale,1,1,0,1,0,0,0,0,0
65000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
45000000,2,3,3,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,0
120000000,5,5,6,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
42000000,4,4,5,Terraced duplex,lekki,sale,1,0,0,0,0,0,1,0,0
85000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
42000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,1,0,0,0,0,0
65000000,4,4,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
120000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,0,0,0,0
55000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
165000000,5,5,6,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
90000000,5,6,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
75000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,1,0,0,0,0,0
50000000,5,5,6,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
135000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,0,0,0
63000000,4,4,5,Detached duplex,lekki,sale,1,1,0,0,0,0,1,0,0
75000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,1,0,1,1,0,0
130000000,5,5,6,Detached duplex,lekki,sale,1,1,0,0,0,0,1,0,1
60000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
80000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
150000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
85000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,1,1,0,0
170000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,1
130000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
120000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,1
150000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
125000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,1,1,0,1
55000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
125000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,1
42000000,4,4,5,Terraced duplex,lekki,sale,1,0,0,0,0,0,1,0,0
75000000,4,4,5,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
87000000,5,5,6,Detached duplex,lekki,sale,0,1,0,1,0,1,1,0,0
175000000,5,6,6,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
70000000,4,4,5,Terraced duplex,lekki,sale,0,1,0,0,0,0,1,1,1
130000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,1
135000000,4,4,5,Terraced duplex,lekki,sale,0,1,0,0,0,0,0,1,0
40000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,1,0,0,0
50000000,3,3,4,Terraced duplex,lekki,sale,0,0,1,0,0,0,1,1,0
125000000,5,5,6,Terraced duplex,lekki,sale,0,1,0,1,0,1,0,0,0
55000000,4,5,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
70000000,4,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,0,0,0
32000000,3,3,4,Flat / apartment,lekki,sale,0,0,0,0,0,0,1,0,0
36000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,0
37000000,4,5,5,Terraced duplex,lekki,sale,0,1,0,0,0,1,0,0,0
45000000,3,3,4,Flat / apartment,lekki,sale,0,0,0,0,0,0,1,0,0
165000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
100000000,5,6,6,Detached duplex,lekki,sale,1,1,0,0,0,0,1,0,0
33000000,3,5,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
56000000,4,6,6,Semi detached duplex,lekki,sale,1,1,0,0,0,1,1,0,0
35000000,3,4,3,Blocks of flats,lekki,sale,0,0,0,0,0,0,1,0,0
60000000,4,4,5,Semi detached duplex,lekki,sale,1,1,0,1,0,0,1,0,0
120000000,4,4,5,Terraced duplex,lekki,sale,0,1,0,0,0,0,1,0,1
36000000,2,2,2,Blocks of flats,lekki,sale,0,1,0,1,0,0,0,0,0
130000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,1,1,0,0
70000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
65000000,5,6,6,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
50000000,3,3,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
120000000,5,6,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
65000000,4,5,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,0
55000000,4,5,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
150000000,5,6,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
100000000,4,5,5,Detached duplex,lekki,sale,0,0,0,1,0,1,1,0,0
35000000,4,5,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
75000000,5,6,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
120000000,5,5,6,Detached duplex,lekki,sale,0,1,0,1,0,0,1,0,0
95000000,4,5,5,Detached duplex,lekki,sale,0,0,0,1,0,1,0,0,0
25000000,2,3,3,Blocks of flats,lekki,sale,0,0,0,1,0,0,0,0,0
85000000,4,4,5,Semi detached duplex,lekki,sale,0,1,0,1,0,0,1,0,0
50000000,4,5,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
140000000,5,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
125000000,4,4,5,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
140000000,4,4,4,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,1
70000000,3,3,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,1
90000000,5,5,6,Detached duplex,lekki,sale,0,1,0,1,0,0,1,0,0
47000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
60000000,4,5,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
165000000,5,5,7,Flat / apartment,lekki,sale,0,0,0,0,0,0,0,0,0
110000000,4,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
150000000,4,6,6,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,1
65000000,4,4,5,Semi detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
75000000,4,4,5,Terraced duplex,lekki,sale,0,1,0,0,0,0,0,0,0
63000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
130000000,5,5,6,Detached duplex,lekki,sale,0,1,1,0,0,1,0,0,0
135000000,5,6,6,Semi detached duplex,lekki,sale,0,1,1,0,0,0,1,0,0
85000000,4,4,5,Terraced duplex,lekki,sale,1,0,0,0,0,0,0,1,1
115000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,0,0,0
85000000,5,5,6,Detached duplex,lekki,sale,0,1,0,0,1,1,0,0,1
160000000,5,5,6,Detached duplex,lekki,sale,0,1,1,0,0,1,0,0,0
90000000,4,4,5,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
95000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
70000000,4,4,5,Semi detached bungalow,lekki,sale,0,1,0,0,0,1,0,0,0
130000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
53000000,4,4,5,Semi detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
60000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,1,1,0,0,1
80000000,4,5,5,Terraced duplex,lekki,sale,1,1,0,0,1,0,1,0,0
95000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,0,0,0
70000000,5,5,6,Detached duplex,lekki,sale,1,1,0,0,0,1,1,0,0
80000000,4,5,5,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
90000000,5,0,0,Flat / apartment,lekki,sale,0,0,0,0,0,0,0,0,0
45000000,4,6,6,Semi detached duplex,lekki,sale,0,1,0,0,0,1,1,0,0
65000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
40000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,1,1,0,0
65000000,5,5,6,Semi detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
2500000,1,1,2,Mini flat,lekki,sale,0,0,0,0,0,0,0,0,0
60000000,4,4,5,Semi detached duplex,lekki,sale,1,1,0,1,0,0,1,0,0
100000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,1,1,0,0,0
80000000,4,4,5,Semi detached duplex,lekki,sale,1,1,0,0,1,0,1,0,0
58000000,4,4,5,Semi detached duplex,lekki,sale,1,0,0,0,0,0,0,0,0
80000000,4,4,5,Semi detached duplex,lekki,sale,0,1,1,0,0,0,1,0,0
110000000,4,5,5,Terraced duplex,lekki,sale,0,1,1,0,0,0,1,0,0
45000000,4,6,6,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
150000000,5,5,5,Detached duplex,lekki,sale,0,1,1,0,0,1,0,0,1
90000000,5,5,4,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
85000000,5,5,6,Detached duplex,lekki,sale,0,1,0,0,1,1,0,0,1
125000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,1,0,0,0
50000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,1,1,0,0,1
110000000,4,4,5,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
53000000,4,4,5,Detached duplex,lekki,sale,0,0,0,0,0,1,0,0,0
39500000,4,4,5,Terraced duplex,lekki,sale,0,1,0,0,0,1,0,0,0
115000000,5,5,6,Detached duplex,lekki,sale,0,1,0,0,0,1,1,0,0
135000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
70000000,4,5,5,Terraced duplex,lekki,sale,1,1,0,1,0,1,1,0,0
57000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
50000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
110000000,5,5,6,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
49000000,4,4,5,Terraced duplex,lekki,sale,1,1,0,1,0,0,0,0,0
45000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
50000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
150000000,4,4,5,Detached duplex,lekki,sale,0,1,1,0,0,1,0,0,0
40000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,1
65000000,3,3,4,Blocks of flats,lekki,sale,0,0,0,0,0,0,1,0,1
140000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,1
115000000,5,6,6,Detached duplex,lekki,sale,0,1,0,0,0,0,0,0,0
150000000,4,4,5,Terraced duplex,lekki,sale,1,1,0,0,0,1,0,1,1
55000000,4,4,5,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
140000000,5,5,6,Detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
80000000,5,5,6,Detached duplex,lekki,sale,1,0,0,0,0,1,1,0,0
110000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
38000000,4,4,5,Semi detached duplex,lekki,sale,0,1,0,0,0,1,0,0,0
45000000,4,5,5,Terraced duplex,lekki,sale,0,1,1,0,0,0,1,0,0
60000000,4,5,5,Terraced duplex,lekki,sale,0,1,1,0,0,0,1,0,0
70000000,5,5,6,Detached duplex,lekki,sale,0,1,0,0,0,1,1,0,0
36000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
36000000,3,4,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
70000000,4,5,5,Penthouse flat,lekki,sale,0,1,0,0,0,0,0,1,1
35000000,2,3,3,Terraced duplex,lekki,sale,0,1,0,1,0,0,0,1,1
70000000,5,6,7,Detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
49000000,4,5,6,Terraced duplex,lekki,sale,1,1,0,1,0,0,0,0,0
55000000,4,6,6,Terraced duplex,lekki,sale,0,1,0,1,0,0,0,1,1
52000000,4,5,6,Terraced duplex,lekki,sale,0,0,0,1,0,0,0,0,0
25000000,1,1,1,Mini flat,lekki,sale,0,1,0,1,0,0,0,1,1
94000000,5,6,7,Detached duplex,lekki,sale,0,1,0,1,0,0,1,0,0
60000000,4,5,6,Semi detached duplex,lekki,sale,1,1,0,1,0,0,1,0,0
41500000,4,5,5,Terraced duplex,lekki,sale,0,1,0,1,0,1,0,0,0
55000000,4,6,6,Semi detached duplex,lekki,sale,1,1,0,1,0,0,1,0,0
130000000,5,5,6,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,0
42000000,4,5,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
65000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
130000000,5,5,6,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,0
65000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,0
85000000,4,5,4,Terraced duplex,lekki,sale,0,1,0,0,0,1,0,0,0
78000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,1,1,0,0
52000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
70000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
70000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
65000000,4,4,4,Terraced duplex,lekki,sale,0,0,0,0,0,1,0,1,0
70000000,4,4,4,Terraced duplex,lekki,sale,0,0,1,1,0,1,1,1,0
70000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
60000000,4,5,6,Semi detached duplex,lekki,sale,0,1,0,0,0,1,1,0,0
25000000,3,3,3,Detached bungalow,lekki,sale,1,0,0,1,0,0,0,0,0
21000000,3,3,4,Flat / apartment,lekki,sale,0,0,0,0,0,0,0,0,0
120000000,5,6,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
55000000,3,0,0,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
55000000,4,5,5,Detached duplex,lekki,sale,1,1,0,0,1,1,0,0,0
130000000,5,6,7,Detached duplex,lekki,sale,0,1,0,1,0,1,0,0,1
120000000,5,6,6,Detached duplex,lekki,sale,1,1,0,1,1,1,0,0,0
38000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,1,0,0,1,0,0
95000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,1,1,0,0
38000000,3,3,4,Terraced duplex,lekki,sale,1,0,1,1,0,0,0,0,0
69000000,4,4,5,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,0
55000000,4,4,5,Flat / apartment,lekki,sale,0,0,0,1,0,0,1,0,0
48000000,2,2,3,Flat / apartment,lekki,sale,0,0,0,0,0,0,0,0,0
55000000,4,5,5,Semi detached duplex,lekki,sale,0,1,0,0,0,1,1,0,0
120000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
37000000,2,2,3,Flat / apartment,lekki,sale,1,0,0,0,0,0,0,0,0
41500000,4,5,5,Semi detached duplex,lekki,sale,0,1,0,0,0,1,1,0,0
85000000,5,6,6,Detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
87000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
60000000,4,4,5,Semi detached duplex,lekki,sale,1,0,0,0,0,1,0,0,0
59000000,4,4,5,Semi detached duplex,lekki,sale,1,1,0,0,0,0,1,0,0
80000000,5,5,6,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,0
95000000,5,5,6,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,0
42000000,4,4,5,Flat / apartment,lekki,sale,1,1,1,1,0,0,0,0,0
40000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
65000000,4,4,4,Detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
43000000,4,4,5,Terraced duplex,lekki,sale,1,1,0,0,0,0,0,1,1
110000000,5,5,6,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
75000000,4,4,5,Terraced duplex,lekki,sale,1,0,0,0,0,0,0,0,0
85000000,5,5,6,Detached duplex,lekki,sale,1,0,0,0,0,1,0,0,0
70000000,4,4,5,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,0
170000000,4,4,5,Semi detached duplex,lekki,sale,1,0,0,0,0,1,0,0,0
35000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
28000000,2,2,3,Flat / apartment,lekki,sale,0,0,0,0,0,0,0,0,0
100000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
150000000,5,3,3,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
120000000,3,3,3,Flat / apartment,lekki,sale,1,1,1,0,0,0,1,1,1
120000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
60000000,4,4,5,Penthouse flat,lekki,sale,0,0,1,0,0,1,1,1,1
51000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
45000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
75000000,4,4,4,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,1
100000000,5,5,5,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
70000000,4,4,4,Detached duplex,lekki,sale,0,1,0,1,0,0,1,0,0
100000000,5,5,5,Detached duplex,lekki,sale,0,0,0,1,0,0,1,0,1
100000000,5,5,5,Detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
42000000,4,4,5,Terraced duplex,lekki,sale,0,1,0,0,0,1,0,1,1
52000000,4,4,4,Detached duplex,lekki,sale,1,1,0,1,1,0,0,0,0
36000000,3,3,3,Semi detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
35000000,3,3,4,Terraced duplex,lekki,sale,0,0,0,1,0,0,0,0,0
60000000,5,5,5,Semi detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
75000000,5,5,5,Detached duplex,lekki,sale,0,1,1,1,0,0,0,0,0
140000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
35000000,4,4,5,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
80000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
40000000,3,4,4,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
60000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,1,0,1,0,0,0
75000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
29000000,3,3,4,Terraced duplex,lekki,sale,0,1,1,1,0,1,0,0,0
60000000,4,4,5,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,0
55000000,2,2,3,Flat / apartment,lekki,sale,0,0,0,1,0,0,0,0,1
90000000,5,5,5,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,1
130000000,4,4,6,Semi detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
55000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,1,0,1,0,0,0
70000000,5,5,6,Semi detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
60000000,4,4,4,Terraced duplex,lekki,sale,0,0,0,1,0,0,0,0,0
100000000,7,7,7,Detached duplex,lekki,sale,0,0,0,1,0,0,0,0,0
120000000,5,5,6,Detached duplex,lekki,sale,0,0,0,1,0,1,1,0,0
150000000,4,4,5,Semi detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
65000000,4,4,4,Semi detached duplex,lekki,sale,0,0,0,1,0,1,1,1,0
70000000,4,4,4,Detached duplex,lekki,sale,1,1,1,1,0,0,1,0,0
50000000,3,3,4,Terraced duplex,lekki,sale,1,0,0,0,0,0,0,0,0
130000000,5,5,6,Detached duplex,lekki,sale,0,0,0,0,0,0,0,0,0
110000000,5,5,5,Detached duplex,lekki,sale,0,0,0,1,0,0,1,0,0
45000000,3,3,4,Flat / apartment,lekki,sale,0,0,0,0,0,0,0,0,0
75000000,4,4,4,Semi detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
75000000,3,3,3,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
125000000,3,3,4,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
16000000,1,1,2,Mini flat,lekki,sale,0,0,0,0,0,0,0,0,0
70000000,5,6,6,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
78000000,5,0,0,Detached duplex,lekki,sale,0,0,0,0,0,1,0,0,0
70000000,5,0,0,Detached duplex,lekki,sale,0,0,0,0,0,0,1,0,0
90000000,4,0,0,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
40000000,4,0,0,Terraced duplex,lekki,sale,0,1,0,0,0,1,0,0,0
53000000,4,0,0,Detached duplex,lekki,sale,0,1,0,0,0,1,1,0,0
25000000,2,0,0,Flat / apartment,lekki,sale,0,0,0,0,0,0,0,0,0
160000000,5,0,0,Detached duplex,lekki,sale,0,0,0,0,0,0,0,1,1
37000000,4,0,0,Terraced duplex,lekki,sale,0,0,0,0,0,0,0,0,0
75000000,4,0,0,Terraced duplex,lekki,sale,0,1,1,1,0,1,1,0,1
94000000,5,0,0,Detached duplex,lekki,sale,0,1,0,0,0,0,1,0,0
120000000,5,0,0,Detached duplex,lekki,sale,1,1,0,0,1,1,1,0,0
60000000,4,0,0,Semi detached duplex,lekki,sale,1,1,0,0,0,0,1,0,0
120000000,5,0,0,Detached duplex,lekki,sale,1,1,0,0,1,1,1,0,0
80000000,4,0,0,Terraced duplex,lekki,sale,0,0,0,0,0,0,1,0,1
